"","date","temp_mean","HR_mean","total","cvd","resp","dow","pm10_mean.mean","X","holidays","year","males","females","RETI_65.79","RETII_.80","females_RETI_65.79","males_RETI_65.79","females_RETII_.80","males_RETII_.80","white","colored","males_white","males_colored","females_white","females_colored","RETI_65.79_white","RETII_.80_white","RETI_65.79_colored","RETII_.80_colored"
"3343",2009-02-24,8.05555555555556,69.75,112,46,8,"Sunday",30.725044674,127,"1",2009,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"3344",2009-02-25,4.72222222222222,100,105,47,4,"Monday",45.53731404,128,"1",2009,47,58,16,5,9,7,3,2,89,13,40,6,49,7,13,4,2,1
"3345",2009-02-26,3.61111111111111,82,100,42,6,"Tuesday",32.482891126,NA,"0",2009,45,55,15,5,8,7,3,2,85,12,38,5,47,7,13,4,2,1
"3346",2009-02-27,-6.66666666666667,61.875,111,51,6,"Wednesday",26.931973856,NA,"0",2009,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"3347",2009-02-28,-8.33333333333333,54.125,103,38,5,"Thursday",17.588719891,NA,"0",2009,46,57,15,5,8,7,3,2,88,12,39,6,48,7,13,4,2,1
"3348",2009-03-01,-3.33333333333333,65.75,135,52,10,"Friday",56.969448105,NA,"0",2009,61,74,20,7,11,9,4,3,115,16,52,7,63,9,17,6,2,1
"3349",2009-03-02,-9.44444444444444,52.5,113,52,12,"Saturday",35.0121726549,NA,"0",2009,51,62,17,6,9,8,3,3,96,14,43,6,53,7,14,5,2,1
"3350",2009-03-03,-10.8333333333333,43.5,128,54,14,"Sunday",18.963225772,NA,"0",2009,58,70,19,6,11,9,4,3,109,15,49,7,60,8,16,5,2,1
"3351",2009-03-04,-3.88888888888889,50.75,130,66,9,"Monday",31.59950733,NA,"0",2009,58,72,20,6,11,9,4,3,110,16,50,7,61,9,17,6,2,1
"3352",2009-03-05,-0.277777777777778,91.75,131,61,10,"Tuesday",21.539344185,NA,"0",2009,59,72,20,7,11,9,4,3,111,16,50,7,61,9,17,6,2,1
"3353",2009-03-06,-6.38888888888889,87.5,114,56,10,"Wednesday",17.874741219,NA,"0",2009,51,63,17,6,9,8,3,3,97,14,44,6,53,8,15,5,2,1
"3354",2009-03-07,-11.3888888888889,57.75,112,50,6,"Thursday",17.674076918,NA,"0",2009,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"3355",2009-03-08,-13.3333333333333,80.375,112,42,6,"Friday",27.298539687,NA,"0",2009,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"3356",2009-03-09,-8.05555555555556,69.125,93,45,7,"Saturday",29.678036505,NA,"0",2009,42,51,14,5,8,6,3,2,79,11,36,5,43,6,12,4,2,1
"3357",2009-03-10,-3.33333333333333,73.875,118,55,11,"Sunday",36.2985386579,NA,"0",2009,53,65,18,6,10,8,3,3,100,14,45,6,55,8,15,5,2,1
"3358",2009-03-11,3.05555555555556,66.125,116,49,12,"Monday",39.9799051482,NA,"0",2009,52,64,17,6,10,8,3,3,99,14,44,6,54,8,15,5,2,1
"3359",2009-03-12,6.11111111111111,65,119,55,17,"Tuesday",48.42313653,NA,"0",2009,54,65,18,6,10,8,3,3,101,14,46,6,56,8,15,5,2,1
"3360",2009-03-13,7.22222222222222,73.125,129,59,12,"Wednesday",70.792198263,NA,"0",2009,58,71,19,6,11,9,4,3,110,15,49,7,60,9,16,5,2,1
"3361",2009-03-14,8.61111111111111,93.5,134,58,16,"Thursday",54.234751685,NA,"0",2009,60,74,20,7,11,9,4,3,114,16,51,7,63,9,17,6,2,1
"3362",2009-03-15,4.72222222222222,74.125,113,43,9,"Friday",30.239069039,NA,"0",2009,51,62,17,6,9,8,3,3,96,14,43,6,53,7,14,5,2,1
"3363",2009-03-16,1.38888888888889,76.5,105,49,9,"Saturday",26.104285352,NA,"0",2009,47,58,16,5,9,7,3,2,89,13,40,6,49,7,13,4,2,1
"3364",2009-03-17,-0.555555555555556,96.5,123,49,11,"Sunday",35.3338479832,NA,"0",2009,55,68,18,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"3365",2009-03-18,1.38888888888889,63.875,92,51,8,"Monday",53.338386195,NA,"0",2009,41,51,14,5,8,6,3,2,78,11,35,5,43,6,12,4,2,1
"3366",2009-03-19,1.94444444444444,68,116,54,12,"Tuesday",25.926896496,NA,"0",2009,52,64,17,6,10,8,3,3,99,14,44,6,54,8,15,5,2,1
"3367",2009-03-20,-0.277777777777778,68.125,128,55,19,"Wednesday",21.836238796,NA,"0",2009,58,70,19,6,11,9,4,3,109,15,49,7,60,8,16,5,2,1
"3368",2009-03-21,-1.38888888888889,64.875,117,50,22,"Thursday",18.309361502,NA,"0",2009,53,64,18,6,10,8,3,3,99,14,45,6,55,8,15,5,2,1
"3369",2009-03-22,1.66666666666667,35.875,114,52,6,"Friday",31.056450025,NA,"0",2009,51,63,17,6,9,8,3,3,97,14,44,6,53,8,15,5,2,1
"3370",2009-03-23,3.88888888888889,41.625,110,45,6,"Saturday",45.175511686,NA,"0",2009,50,61,16,6,9,7,3,2,94,13,42,6,51,7,14,5,2,1
"3371",2009-03-24,10.2777777777778,75.833333333,105,45,6,"Sunday",35.18762707,NA,"0",2009,47,58,16,5,9,7,3,2,89,13,40,6,49,7,13,4,2,1
"3372",2009-03-25,1.94444444444444,66.875,116,50,10,"Monday",30.720643896,NA,"0",2009,52,64,17,6,10,8,3,3,99,14,44,6,54,8,15,5,2,1
"3373",2009-03-26,-7.5,50.25,118,55,6,"Tuesday",19.867500566,NA,"0",2009,53,65,18,6,10,8,3,3,100,14,45,6,55,8,15,5,2,1
"3374",2009-03-27,-4.44444444444444,65.375,109,55,5,"Wednesday",25.238571992,NA,"0",2009,49,60,16,5,9,7,3,2,93,13,42,6,51,7,14,5,2,1
"3375",2009-03-28,2.77777777777778,66.5,110,45,7,"Thursday",36.6799891202,NA,"0",2009,50,61,16,6,9,7,3,2,94,13,42,6,51,7,14,5,2,1
"3376",2009-03-29,3.61111111111111,71.5,126,52,10,"Friday",33.9827588053,NA,"0",2009,57,69,19,6,10,9,3,3,107,15,48,7,59,8,16,5,2,1
"3377",2009-03-30,5.55555555555556,74.5,107,44,7,"Saturday",44.075579307,NA,"0",2009,48,59,16,5,9,7,3,2,91,13,41,6,50,7,14,5,2,1
"3378",2009-03-31,2.5,88.875,122,58,10,"Sunday",22.873158554,NA,"0",2009,55,67,18,6,10,8,3,3,104,15,47,7,57,8,16,5,2,1
"3379",2009-04-01,1.94444444444444,53,118,47,11,"Monday",13.345569621,NA,"0",2009,53,65,18,6,10,8,3,3,100,14,45,6,55,8,15,5,2,1
"3380",2009-04-02,8.61111111111111,52.25,100,38,11,"Tuesday",54.363658514,NA,"0",2009,45,55,15,5,8,7,3,2,85,12,38,5,47,7,13,4,2,1
"3381",2009-04-03,11.1111111111111,74.25,128,61,10,"Wednesday",44.435455052,NA,"0",2009,58,70,19,6,11,9,4,3,109,15,49,7,60,8,16,5,2,1
"3382",2009-04-04,0.833333333333333,81.125,116,38,15,"Thursday",23.442529107,NA,"0",2009,52,64,17,6,10,8,3,3,99,14,44,6,54,8,15,5,2,1
"3383",2009-04-05,0,62.5,106,44,9,"Friday",5.924129254,NA,"0",2009,48,58,16,5,9,7,3,2,90,13,41,6,50,7,14,5,2,1
"3384",2009-04-06,0.555555555555556,66.25,122,48,13,"Saturday",5.965216268,NA,"0",2009,55,67,18,6,10,8,3,3,104,15,47,7,57,8,16,5,2,1
"3385",2009-04-07,0,58.125,106,48,11,"Sunday",6.944735224,NA,"0",2009,48,58,16,5,9,7,3,2,90,13,41,6,50,7,14,5,2,1
"3386",2009-04-08,-1.11111111111111,69.375,112,43,12,"Monday",14.050601371,NA,"0",2009,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"3387",2009-04-09,2.22222222222222,66.25,128,49,13,"Tuesday",28.834605513,NA,"0",2009,58,70,19,6,11,9,4,3,109,15,49,7,60,8,16,5,2,1
"3388",2009-04-10,7.5,38.5,127,62,10,"Wednesday",58.584300037,129,"1",2009,57,70,19,6,10,9,3,3,108,15,49,7,59,8,16,5,2,1
"3389",2009-04-11,17.7777777777778,42.625,112,42,6,"Thursday",122.77108928,NA,"0",2009,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"3390",2009-04-12,11.6666666666667,89.375,108,48,13,"Friday",46.642200346,130,"1",2009,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"3391",2009-04-13,4.72222222222222,77.875,118,50,14,"Saturday",14.213455362,NA,"0",2009,53,65,18,6,10,8,3,3,100,14,45,6,55,8,15,5,2,1
"3392",2009-04-14,3.05555555555556,80.125,108,40,15,"Sunday",13.660670299,NA,"0",2009,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"3393",2009-04-15,4.44444444444444,72.125,111,49,8,"Monday",22.285096632,NA,"0",2009,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"3394",2009-04-16,5.83333333333333,64.25,104,42,7,"Tuesday",19.109183837,NA,"0",2009,47,57,16,5,9,7,3,2,88,12,40,6,49,7,13,4,2,1
"3395",2009-04-17,8.33333333333333,50.25,107,44,9,"Wednesday",38.3276859153,NA,"0",2009,48,59,16,5,9,7,3,2,91,13,41,6,50,7,14,5,2,1
"3396",2009-04-18,17.5,74.75,135,58,11,"Thursday",66.133263428,NA,"0",2009,61,74,20,7,11,9,4,3,115,16,52,7,63,9,17,6,2,1
"3397",2009-04-19,16.9444444444444,75.625,109,54,10,"Friday",33.6668155825,NA,"0",2009,49,60,16,5,9,7,3,2,93,13,42,6,51,7,14,5,2,1
"3398",2009-04-20,11.1111111111111,75.875,123,56,9,"Saturday",24.638803655,NA,"0",2009,55,68,18,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"3399",2009-04-21,11.1111111111111,50.25,118,57,11,"Sunday",25.639133957,131,"1",2009,53,65,18,6,10,8,3,3,100,14,45,6,55,8,15,5,2,1
"3400",2009-04-22,10.8333333333333,73,119,44,13,"Monday",26.537746633,NA,"0",2009,54,65,18,6,10,8,3,3,101,14,46,6,56,8,15,5,2,1
"3401",2009-04-23,7.22222222222222,67.25,109,50,11,"Tuesday",16.037610944,NA,"0",2009,49,60,16,5,9,7,3,2,93,13,42,6,51,7,14,5,2,1
"3402",2009-04-24,11.3888888888889,60.125,111,47,7,"Wednesday",37.1471920129,NA,"0",2009,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"3403",2009-04-25,16.1111111111111,60.375,119,57,9,"Thursday",57.641052416,NA,"0",2009,54,65,18,6,10,8,3,3,101,14,46,6,56,8,15,5,2,1
"3404",2009-04-26,7.5,50.25,87,42,4,"Friday",42.1697889322,NA,"0",2009,39,48,13,4,7,6,2,2,74,10,33,5,41,6,11,4,2,1
"3405",2009-04-27,7.22222222222222,55.25,94,35,11,"Saturday",30.412818065,NA,"0",2009,42,52,14,5,8,6,3,2,80,11,36,5,44,6,12,4,2,1
"3406",2009-04-28,6.66666666666667,56.625,100,45,13,"Sunday",33.3482910487,NA,"0",2009,45,55,15,5,8,7,3,2,85,12,38,5,47,7,13,4,2,1
"3407",2009-04-29,4.72222222222222,97.5,141,58,8,"Monday",10.577001098,NA,"0",2009,63,78,21,7,12,10,4,3,120,17,54,8,66,9,18,6,3,1
"3408",2009-04-30,6.38888888888889,53.875,103,42,7,"Tuesday",18.680482025,NA,"0",2009,46,57,15,5,8,7,3,2,88,12,39,6,48,7,13,4,2,1
"3409",2009-05-01,10,52.5,136,66,11,"Wednesday",39.0291950232,132,"1",2009,61,75,20,7,11,9,4,3,116,16,52,7,64,9,17,6,2,1
"3410",2009-05-02,11.3888888888889,53.125,111,47,12,"Thursday",43.016110286,NA,"0",2009,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"3411",2009-05-03,11.3888888888889,85.375,134,52,12,"Friday",37.1828154691,NA,"0",2009,60,74,20,7,11,9,4,3,114,16,51,7,63,9,17,6,2,1
"3412",2009-05-04,8.61111111111111,55.75,116,52,9,"Saturday",14.9968896,NA,"0",2009,52,64,17,6,10,8,3,3,99,14,44,6,54,8,15,5,2,1
"3413",2009-05-05,9.44444444444444,77.125,97,43,8,"Sunday",17.952618501,NA,"0",2009,44,53,15,5,8,7,3,2,82,12,37,5,45,6,12,4,2,1
"3414",2009-05-06,7.5,76.25,101,44,6,"Monday",17.516970206,NA,"0",2009,45,56,15,5,8,7,3,2,86,12,39,5,47,7,13,4,2,1
"3415",2009-05-07,10.2777777777778,77.375,130,52,11,"Tuesday",38.5533975438,NA,"0",2009,58,72,20,6,11,9,4,3,110,16,50,7,61,9,17,6,2,1
"3416",2009-05-08,13.8888888888889,88.125,107,39,7,"Wednesday",57.514653719,NA,"0",2009,48,59,16,5,9,7,3,2,91,13,41,6,50,7,14,5,2,1
"3417",2009-05-09,14.4444444444444,98.285714286,125,53,12,"Thursday",37.1181193105,NA,"0",2009,56,69,19,6,10,8,3,3,106,15,48,7,58,8,16,5,2,1
"3418",2009-05-10,10.5555555555556,87.5,108,49,6,"Friday",15.033779889,NA,"0",2009,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"3419",2009-05-11,7.22222222222222,58.375,104,45,11,"Saturday",6.550770728,NA,"0",2009,47,57,16,5,9,7,3,2,88,12,40,6,49,7,13,4,2,1
"3420",2009-05-12,5.83333333333333,49.5,123,50,6,"Sunday",10.768243094,NA,"0",2009,55,68,18,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"3421",2009-05-13,7.22222222222222,62.625,101,42,14,"Monday",35.5967991402,NA,"0",2009,45,56,15,5,8,7,3,2,86,12,39,5,47,7,13,4,2,1
"3422",2009-05-14,8.61111111111111,79.25,96,36,5,"Tuesday",29.612870569,NA,"0",2009,43,53,14,5,8,6,3,2,82,12,37,5,45,6,12,4,2,1
"3423",2009-05-15,12.5,85.5,129,63,9,"Wednesday",52.883561509,NA,"0",2009,58,71,19,6,11,9,4,3,110,15,49,7,60,9,16,5,2,1
"3424",2009-05-16,11.9444444444444,99.125,97,38,6,"Thursday",47.126757679,NA,"0",2009,44,53,15,5,8,7,3,2,82,12,37,5,45,6,12,4,2,1
"3425",2009-05-17,20.8333333333333,68.5,131,62,8,"Friday",50.622533145,NA,"0",2009,59,72,20,7,11,9,4,3,111,16,50,7,61,9,17,6,2,1
"3426",2009-05-18,27.2222222222222,60.375,131,61,8,"Saturday",43.093435263,NA,"0",2009,59,72,20,7,11,9,4,3,111,16,50,7,61,9,17,6,2,1
"3427",2009-05-19,27.2222222222222,51.25,120,61,10,"Sunday",85.973472314,NA,"0",2009,54,66,18,6,10,8,3,3,102,14,46,6,56,8,15,5,2,1
"3428",2009-05-20,17.7777777777778,98.375,113,52,10,"Monday",27.008868896,NA,"0",2009,51,62,17,6,9,8,3,3,96,14,43,6,53,7,14,5,2,1
"3429",2009-05-21,18.3333333333333,58.125,105,49,7,"Tuesday",27.406279294,NA,"0",2009,47,58,16,5,9,7,3,2,89,13,40,6,49,7,13,4,2,1
"3430",2009-05-22,19.4444444444444,61,107,50,8,"Wednesday",42.57477768,NA,"0",2009,48,59,16,5,9,7,3,2,91,13,41,6,50,7,14,5,2,1
"3431",2009-05-23,13.3333333333333,91.75,103,49,4,"Thursday",28.620232747,NA,"0",2009,46,57,15,5,8,7,3,2,88,12,39,6,48,7,13,4,2,1
"3432",2009-05-24,11.1111111111111,82.625,111,51,4,"Friday",17.22719662,NA,"0",2009,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"3433",2009-05-25,10.8333333333333,73.75,104,47,12,"Saturday",15.708006506,NA,"0",2009,47,57,16,5,9,7,3,2,88,12,40,6,49,7,13,4,2,1
"3434",2009-05-26,12.2222222222222,90.625,98,48,15,"Sunday",16.274468041,NA,"0",2009,44,54,15,5,8,7,3,2,83,12,37,5,46,6,12,4,2,1
"3435",2009-05-27,10.5555555555556,82,103,43,11,"Monday",25.338930141,NA,"0",2009,46,57,15,5,8,7,3,2,88,12,39,6,48,7,13,4,2,1
"3436",2009-05-28,10.8333333333333,96.75,101,43,5,"Tuesday",20.556828901,NA,"0",2009,45,56,15,5,8,7,3,2,86,12,39,5,47,7,13,4,2,1
"3437",2009-05-29,10.5555555555556,59,117,55,17,"Wednesday",18.315580203,NA,"0",2009,53,64,18,6,10,8,3,3,99,14,45,6,55,8,15,5,2,1
"3438",2009-05-30,10.8333333333333,48.125,102,44,6,"Thursday",23.746227421,NA,"0",2009,46,56,15,5,8,7,3,2,87,12,39,6,48,7,13,4,2,1
"3439",2009-05-31,14.1666666666667,62,104,41,8,"Friday",41.7289909767,NA,"0",2009,47,57,16,5,9,7,3,2,88,12,40,6,49,7,13,4,2,1
"3440",2009-06-01,16.9444444444444,98.375,102,50,4,"Saturday",56.753488719,NA,"0",2009,46,56,15,5,8,7,3,2,87,12,39,6,48,7,13,4,2,1
"3441",2009-06-02,19.7222222222222,67.285714286,100,39,6,"Sunday",20.404056075,NA,"0",2009,45,55,15,5,8,7,3,2,85,12,38,5,47,7,13,4,2,1
"3442",2009-06-03,15.8333333333333,79,107,46,11,"Monday",18.80814978,NA,"0",2009,48,59,16,5,9,7,3,2,91,13,41,6,50,7,14,5,2,1
"3443",2009-06-04,14.1666666666667,96.75,112,43,12,"Tuesday",21.793109835,NA,"0",2009,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"3444",2009-06-05,16.3888888888889,58,123,58,11,"Wednesday",39.9013991941,NA,"0",2009,55,68,18,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"3445",2009-06-06,17.5,97.125,96,36,9,"Thursday",38.8383802195,NA,"0",2009,43,53,14,5,8,6,3,2,82,12,37,5,45,6,12,4,2,1
"3446",2009-06-07,12.5,98.75,87,30,5,"Friday",23.345858478,NA,"0",2009,39,48,13,4,7,6,2,2,74,10,33,5,41,6,11,4,2,1
"3447",2009-06-08,11.6666666666667,97.875,105,48,7,"Saturday",31.724755601,NA,"0",2009,47,58,16,5,9,7,3,2,89,13,40,6,49,7,13,4,2,1
"3448",2009-06-09,13.6111111111111,100,87,36,9,"Sunday",15.451599095,NA,"0",2009,39,48,13,4,7,6,2,2,74,10,33,5,41,6,11,4,2,1
"3449",2009-06-10,16.3888888888889,91.625,116,52,4,"Monday",29.487496111,NA,"0",2009,52,64,17,6,10,8,3,3,99,14,44,6,54,8,15,5,2,1
"3450",2009-06-11,15.5555555555556,93.125,120,43,14,"Tuesday",22.480016285,133,"1",2009,54,66,18,6,10,8,3,3,102,14,46,6,56,8,15,5,2,1
"3451",2009-06-12,18.6111111111111,75.5,105,51,5,"Wednesday",54.907904644,NA,"0",2009,47,58,16,5,9,7,3,2,89,13,40,6,49,7,13,4,2,1
"3452",2009-06-13,24.1666666666667,68.375,100,47,7,"Thursday",55.546731222,NA,"0",2009,45,55,15,5,8,7,3,2,85,12,38,5,47,7,13,4,2,1
"3453",2009-06-14,21.9444444444444,66.125,98,38,6,"Friday",46.846638945,NA,"0",2009,44,54,15,5,8,7,3,2,83,12,37,5,46,6,12,4,2,1
"3454",2009-06-15,21.6666666666667,50.25,110,54,7,"Saturday",47.472817941,NA,"0",2009,50,61,16,6,9,7,3,2,94,13,42,6,51,7,14,5,2,1
"3455",2009-06-16,22.5,98.714285714,94,41,4,"Sunday",57.610154115,NA,"0",2009,42,52,14,5,8,6,3,2,80,11,36,5,44,6,12,4,2,1
"3456",2009-06-17,23.3333333333333,92.833333333,118,47,11,"Monday",57.533968141,NA,"0",2009,53,65,18,6,10,8,3,3,100,14,45,6,55,8,15,5,2,1
"3457",2009-06-18,23.0555555555556,90.75,122,47,6,"Tuesday",29.966163577,NA,"0",2009,55,67,18,6,10,8,3,3,104,15,47,7,57,8,16,5,2,1
"3458",2009-06-19,20.8333333333333,91.625,112,50,6,"Wednesday",30.495286136,NA,"0",2009,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"3459",2009-06-20,23.0555555555556,84.25,106,37,9,"Thursday",48.115483499,NA,"0",2009,48,58,16,5,9,7,3,2,90,13,41,6,50,7,14,5,2,1
"3460",2009-06-21,24.7222222222222,78.375,112,43,8,"Friday",74.370808703,NA,"0",2009,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"3461",2009-06-22,21.6666666666667,67.875,95,42,4,"Saturday",24.839559778,NA,"0",2009,43,52,14,5,8,6,3,2,81,11,36,5,44,6,12,4,2,1
"3462",2009-06-23,16.1111111111111,78,101,37,5,"Sunday",29.933440243,NA,"0",2009,45,56,15,5,8,7,3,2,86,12,39,5,47,7,13,4,2,1
"3463",2009-06-24,20.2777777777778,87,126,54,11,"Monday",30.819838122,NA,"0",2009,57,69,19,6,10,9,3,3,107,15,48,7,59,8,16,5,2,1
"3464",2009-06-25,18.6111111111111,58.125,133,57,7,"Tuesday",24.318873233,NA,"0",2009,60,73,20,7,11,9,4,3,113,16,51,7,62,9,17,6,2,1
"3465",2009-06-26,20,66.25,115,48,8,"Wednesday",49.018540999,NA,"0",2009,52,63,17,6,9,8,3,3,98,14,44,6,54,8,15,5,2,1
"3466",2009-06-27,23.3333333333333,69.875,103,41,7,"Thursday",70.357453707,NA,"0",2009,46,57,15,5,8,7,3,2,88,12,39,6,48,7,13,4,2,1
"3467",2009-06-28,25.2777777777778,54.625,99,35,13,"Friday",85.374640189,NA,"0",2009,45,54,15,5,8,7,3,2,84,12,38,5,46,7,13,4,2,1
"3468",2009-06-29,28.3333333333333,66,102,38,9,"Saturday",77.872726054,NA,"0",2009,46,56,15,5,8,7,3,2,87,12,39,6,48,7,13,4,2,1
"3469",2009-06-30,28.3333333333333,55,107,53,9,"Sunday",31.370479128,NA,"0",2009,48,59,16,5,9,7,3,2,91,13,41,6,50,7,14,5,2,1
"3470",2009-07-01,24.1666666666667,56,117,53,11,"Monday",31.360589018,NA,"0",2009,53,64,18,6,10,8,3,3,99,14,45,6,55,8,15,5,2,1
"3471",2009-07-02,22.7777777777778,80,105,43,12,"Tuesday",40.258425581,NA,"0",2009,47,58,16,5,9,7,3,2,89,13,40,6,49,7,13,4,2,1
"3472",2009-07-03,18.3333333333333,58.5,108,48,7,"Wednesday",13.848076864,NA,"0",2009,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"3473",2009-07-04,17.7777777777778,55.875,88,29,7,"Thursday",55.792012297,NA,"0",2009,40,48,13,4,7,6,2,2,75,11,34,5,41,6,11,4,2,1
"3474",2009-07-05,21.3888888888889,54.5,108,51,4,"Friday",67.28359177,NA,"0",2009,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"3475",2009-07-06,22.7777777777778,52.375,109,39,15,"Saturday",64.751964243,NA,"0",2009,49,60,16,5,9,7,3,2,93,13,42,6,51,7,14,5,2,1
"3476",2009-07-07,25.5555555555556,49.5,93,53,0,"Sunday",47.735015447,NA,"0",2009,42,51,14,5,8,6,3,2,79,11,36,5,43,6,12,4,2,1
"3477",2009-07-08,21.9444444444444,53,121,52,8,"Monday",42.060699981,NA,"0",2009,54,67,18,6,10,8,3,3,103,15,46,7,57,8,15,5,2,1
"3478",2009-07-09,17.2222222222222,70.875,90,39,9,"Tuesday",15.263140558,134,"1",2009,40,50,14,4,7,6,2,2,76,11,34,5,42,6,11,4,2,1
"3479",2009-07-10,17.5,53.875,103,47,7,"Wednesday",22.27045214,NA,"0",2009,46,57,15,5,8,7,3,2,88,12,39,6,48,7,13,4,2,1
"3480",2009-07-11,18.8888888888889,54.875,118,49,11,"Thursday",52.165215878,NA,"0",2009,53,65,18,6,10,8,3,3,100,14,45,6,55,8,15,5,2,1
"3481",2009-07-12,22.7777777777778,76.625,106,42,5,"Friday",57.154936861,NA,"0",2009,48,58,16,5,9,7,3,2,90,13,41,6,50,7,14,5,2,1
"3482",2009-07-13,23.6111111111111,59.75,114,39,7,"Saturday",28.164378392,NA,"0",2009,51,63,17,6,9,8,3,3,97,14,44,6,53,8,15,5,2,1
"3483",2009-07-14,20.5555555555556,90.875,115,45,5,"Sunday",23.492779345,NA,"0",2009,52,63,17,6,9,8,3,3,98,14,44,6,54,8,15,5,2,1
"3484",2009-07-15,21.9444444444444,71.125,96,46,10,"Monday",35.1564439495,NA,"0",2009,43,53,14,5,8,6,3,2,82,12,37,5,45,6,12,4,2,1
"3485",2009-07-16,24.7222222222222,49.125,102,45,8,"Tuesday",41.5543141631,NA,"0",2009,46,56,15,5,8,7,3,2,87,12,39,6,48,7,13,4,2,1
"3486",2009-07-17,23.0555555555556,97.75,127,43,4,"Wednesday",36.5071408998,NA,"0",2009,57,70,19,6,10,9,3,3,108,15,49,7,59,8,16,5,2,1
"3487",2009-07-18,26.1111111111111,77.625,93,39,6,"Thursday",29.98351946,NA,"0",2009,42,51,14,5,8,6,3,2,79,11,36,5,43,6,12,4,2,1
"3488",2009-07-19,22.2222222222222,79,107,49,6,"Friday",16.953746546,NA,"0",2009,48,59,16,5,9,7,3,2,91,13,41,6,50,7,14,5,2,1
"3489",2009-07-20,18.3333333333333,71.625,100,39,7,"Saturday",17.83597187,NA,"0",2009,45,55,15,5,8,7,3,2,85,12,38,5,47,7,13,4,2,1
"3490",2009-07-21,16.3888888888889,74.75,109,47,6,"Sunday",16.907718647,NA,"0",2009,49,60,16,5,9,7,3,2,93,13,42,6,51,7,14,5,2,1
"3491",2009-07-22,18.6111111111111,85.75,107,37,6,"Monday",34.9134306087,NA,"0",2009,48,59,16,5,9,7,3,2,91,13,41,6,50,7,14,5,2,1
"3492",2009-07-23,21.3888888888889,61.5,114,42,9,"Tuesday",32.4335501467,NA,"0",2009,51,63,17,6,9,8,3,3,97,14,44,6,53,8,15,5,2,1
"3493",2009-07-24,23.0555555555556,67.25,91,45,7,"Wednesday",27.860241754,NA,"0",2009,41,50,14,5,8,6,3,2,77,11,35,5,43,6,12,4,2,1
"3494",2009-07-25,20.2777777777778,68.875,99,45,10,"Thursday",21.359941105,NA,"0",2009,45,54,15,5,8,7,3,2,84,12,38,5,46,7,13,4,2,1
"3495",2009-07-26,20.8333333333333,73.125,111,47,7,"Friday",26.249185142,NA,"0",2009,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"3496",2009-07-27,20.2777777777778,87.625,91,48,7,"Saturday",22.368814653,NA,"0",2009,41,50,14,5,8,6,3,2,77,11,35,5,43,6,12,4,2,1
"3497",2009-07-28,19.7222222222222,89.75,103,46,4,"Sunday",24.881177291,NA,"0",2009,46,57,15,5,8,7,3,2,88,12,39,6,48,7,13,4,2,1
"3498",2009-07-29,21.1111111111111,73.625,113,44,9,"Monday",27.939663935,NA,"0",2009,51,62,17,6,9,8,3,3,96,14,43,6,53,7,14,5,2,1
"3499",2009-07-30,20.2777777777778,70.875,99,46,1,"Tuesday",28.94902155,NA,"0",2009,45,54,15,5,8,7,3,2,84,12,38,5,46,7,13,4,2,1
"3500",2009-07-31,18.6111111111111,78.25,86,39,8,"Wednesday",24.869897539,NA,"0",2009,39,47,13,4,7,6,2,2,73,10,33,5,40,6,11,4,2,1
"3501",2009-08-01,19.1666666666667,72.625,83,37,3,"Thursday",30.855368455,NA,"0",2009,37,46,12,4,7,6,2,2,71,10,32,4,39,5,11,4,1,0
"3502",2009-08-02,19.7222222222222,71.25,104,38,9,"Friday",33.3512893367,NA,"0",2009,47,57,16,5,9,7,3,2,88,12,40,6,49,7,13,4,2,1
"3503",2009-08-03,20.2777777777778,69.75,108,45,11,"Saturday",39.9169006728,NA,"0",2009,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
