,date,temp_mean,HR_mean,nonext,cvd,resp,dow,pm10_mean.mean,holidays
3287,30/12/2008,1.111111111,91.5,139,67,12,Sunday,31.01652936,0
3288,31/12/2008,1.666666667,87.125,134,53,14,Monday,26.04695641,0
3289,01/01/2009,-2.5,63.75,140,57,10,Tuesday,4.094145565,1
3290,02/01/2009,-6.111111111,83.375,142,50,12,Wednesday,15.90377425,0
3291,03/01/2009,-6.111111111,71.875,123,66,12,Thursday,31.75030089,0
3292,04/01/2009,-8.888888889,68.375,108,47,13,Friday,38.29759267,0
3293,05/01/2009,-7.222222222,74.5,137,53,8,Saturday,18.23407286,0
3294,06/01/2009,-7.5,74.75,153,69,9,Sunday,17.68759575,0
3295,07/01/2009,-10.55555556,70.625,143,68,16,Monday,41.71649696,0
3296,08/01/2009,-2.777777778,72,148,64,18,Tuesday,35.31065942,0
3297,09/01/2009,-5.833333333,70.5,119,53,10,Wednesday,34.65309937,0
3298,10/01/2009,-3.055555556,90.5,120,51,14,Thursday,25.47937935,0
3299,11/01/2009,-1.944444444,92.75,128,47,14,Friday,29.57073337,0
3300,12/01/2009,0,81.25,113,54,8,Saturday,38.97817912,0
3301,13/01/2009,3.055555556,81.875,111,49,13,Sunday,16.93815585,0
3302,14/01/2009,-4.444444444,67.25,117,49,10,Monday,9.423636929,0
3303,15/01/2009,0.277777778,96,127,54,16,Tuesday,37.62713674,0
3304,16/01/2009,8.333333333,81.625,131,60,14,Wednesday,32.89894668,0
3305,17/01/2009,2.5,83.75,104,44,5,Thursday,15.42313729,0
3306,18/01/2009,-12.77777778,73,113,49,13,Friday,23.9354912,0
3307,19/01/2009,-9.166666667,71.75,131,55,11,Saturday,23.82845351,0
3308,20/01/2009,-3.611111111,80.875,119,45,13,Sunday,29.37992152,0
3309,21/01/2009,3.055555556,83.25,123,46,13,Monday,29.70137441,0
3310,22/01/2009,0.555555556,97,123,45,7,Tuesday,26.86591306,0
3311,23/01/2009,-6.388888889,62,119,48,10,Wednesday,22.90145375,0
3312,24/01/2009,-6.666666667,72.5,112,55,10,Thursday,33.4621647,0
3313,25/01/2009,0,85.875,114,51,11,Friday,25.91029213,0
3314,26/01/2009,-8.611111111,59.375,112,58,9,Saturday,34.08978717,0
3315,27/01/2009,-7.222222222,54,104,48,4,Sunday,24.60829779,0
3316,28/01/2009,-7.5,64.75,133,60,11,Monday,32.98723384,0
3317,29/01/2009,-16.66666667,50,130,53,12,Tuesday,41.35201739,0
3318,30/01/2009,-19.44444444,61.5,103,51,9,Wednesday,29.47709143,0
3319,31/01/2009,-16.94444444,58.5,131,50,17,Thursday,32.67669545,0
3320,01/02/2009,-23.61111111,60.375,117,53,8,Friday,50.67329191,0
3321,02/02/2009,-24.44444444,63.75,119,55,7,Saturday,26.16507298,0
3322,03/02/2009,-21.11111111,67.125,114,45,6,Sunday,16.36138898,0
3323,04/02/2009,-11.38888889,67.625,119,58,10,Monday,49.54369789,0
3324,05/02/2009,-7.5,61.75,134,57,10,Tuesday,67.46675862,0
3325,06/02/2009,3.333333333,77.75,115,51,11,Wednesday,41.07459611,0
3326,07/02/2009,4.166666667,84.125,123,46,4,Thursday,20.31556918,0
3327,08/02/2009,3.888888889,83.5,129,50,14,Friday,29.69926145,0
3328,09/02/2009,6.944444444,71.5,123,53,9,Saturday,26.77955643,0
3329,10/02/2009,0,63.125,112,58,10,Sunday,11.34242273,0
3330,11/02/2009,-5,70.875,118,56,9,Monday,14.7156323,0
3331,12/02/2009,-2.5,76.25,108,45,13,Tuesday,29.59356595,0
3332,13/02/2009,-2.5,70.75,97,49,8,Wednesday,21.28946881,0
3333,14/02/2009,-4.444444444,81.375,144,67,16,Thursday,22.61701021,0
3334,15/02/2009,-6.111111111,69.375,134,64,9,Friday,21.85819592,0
3335,16/02/2009,-4.722222222,61.625,96,46,7,Saturday,28.85387663,0
3336,17/02/2009,-7.5,77.125,110,57,4,Sunday,30.86791115,0
3337,18/02/2009,0.555555556,73,108,44,6,Monday,35.83704722,0
3338,19/02/2009,6.388888889,89.25,122,60,4,Tuesday,47.51895436,0
3339,20/02/2009,-0.277777778,97.5,126,58,11,Wednesday,21.19162705,0
3340,21/02/2009,1.944444444,93.375,121,59,10,Thursday,34.39480058,0
3341,22/02/2009,6.944444444,84.625,109,41,12,Friday,35.96094323,0
3342,23/02/2009,7.777777778,49.25,106,38,5,Saturday,17.1159751,0
3343,24/02/2009,8.055555556,69.75,112,46,8,Sunday,30.72504467,1
3344,25/02/2009,4.722222222,100,105,47,4,Monday,45.53731404,1
3345,26/02/2009,3.611111111,82,100,42,6,Tuesday,32.48289113,0
3346,27/02/2009,-6.666666667,61.875,111,51,6,Wednesday,26.93197386,0
3347,28/02/2009,-8.333333333,54.125,103,38,5,Thursday,17.58871989,0
3348,01/03/2009,-3.333333333,65.75,135,52,10,Friday,56.96944811,0
3349,02/03/2009,-9.444444444,52.5,113,52,12,Saturday,35.01217265,0
3350,03/03/2009,-10.83333333,43.5,128,54,14,Sunday,18.96322577,0
3351,04/03/2009,-3.888888889,50.75,130,66,9,Monday,31.59950733,0
3352,05/03/2009,-0.277777778,91.75,131,61,10,Tuesday,21.53934419,0
3353,06/03/2009,-6.388888889,87.5,114,56,10,Wednesday,17.87474122,0
3354,07/03/2009,-11.38888889,57.75,112,50,6,Thursday,17.67407692,0
3355,08/03/2009,-13.33333333,80.375,112,42,6,Friday,27.29853969,0
3356,09/03/2009,-8.055555556,69.125,93,45,7,Saturday,29.67803651,0
3357,10/03/2009,-3.333333333,73.875,118,55,11,Sunday,36.29853866,0
3358,11/03/2009,3.055555556,66.125,116,49,12,Monday,39.97990515,0
3359,12/03/2009,6.111111111,65,119,55,17,Tuesday,48.42313653,0
3360,13/03/2009,7.222222222,73.125,129,59,12,Wednesday,70.79219826,0
3361,14/03/2009,8.611111111,93.5,134,58,16,Thursday,54.23475169,0
3362,15/03/2009,4.722222222,74.125,113,43,9,Friday,30.23906904,0
3363,16/03/2009,1.388888889,76.5,105,49,9,Saturday,26.10428535,0
3364,17/03/2009,-0.555555556,96.5,123,49,11,Sunday,35.33384798,0
3365,18/03/2009,1.388888889,63.875,92,51,8,Monday,53.3383862,0
3366,19/03/2009,1.944444444,68,116,54,12,Tuesday,25.9268965,0
3367,20/03/2009,-0.277777778,68.125,128,55,19,Wednesday,21.8362388,0
3368,21/03/2009,-1.388888889,64.875,117,50,22,Thursday,18.3093615,0
3369,22/03/2009,1.666666667,35.875,114,52,6,Friday,31.05645003,0
3370,23/03/2009,3.888888889,41.625,110,45,6,Saturday,45.17551169,0
3371,24/03/2009,10.27777778,75.83333333,105,45,6,Sunday,35.18762707,0
3372,25/03/2009,1.944444444,66.875,116,50,10,Monday,30.7206439,0
3373,26/03/2009,-7.5,50.25,118,55,6,Tuesday,19.86750057,0
3374,27/03/2009,-4.444444444,65.375,109,55,5,Wednesday,25.23857199,0
3375,28/03/2009,2.777777778,66.5,110,45,7,Thursday,36.67998912,0
3376,29/03/2009,3.611111111,71.5,126,52,10,Friday,33.98275881,0
3377,30/03/2009,5.555555556,74.5,107,44,7,Saturday,44.07557931,0
3378,31/03/2009,2.5,88.875,122,58,10,Sunday,22.87315855,0
3379,01/04/2009,1.944444444,53,118,47,11,Monday,13.34556962,0
3380,02/04/2009,8.611111111,52.25,100,38,11,Tuesday,54.36365851,0
3381,03/04/2009,11.11111111,74.25,128,61,10,Wednesday,44.43545505,0
3382,04/04/2009,0.833333333,81.125,116,38,15,Thursday,23.44252911,0
3383,05/04/2009,0,62.5,106,44,9,Friday,5.924129254,0
3384,06/04/2009,0.555555556,66.25,122,48,13,Saturday,5.965216268,0
3385,07/04/2009,0,58.125,106,48,11,Sunday,6.944735224,0
3386,08/04/2009,-1.111111111,69.375,112,43,12,Monday,14.05060137,0
3387,09/04/2009,2.222222222,66.25,128,49,13,Tuesday,28.83460551,0
3388,10/04/2009,7.5,38.5,127,62,10,Wednesday,58.58430004,1
3389,11/04/2009,17.77777778,42.625,112,42,6,Thursday,122.7710893,0
3390,12/04/2009,11.66666667,89.375,108,48,13,Friday,46.64220035,1
3391,13/04/2009,4.722222222,77.875,118,50,14,Saturday,14.21345536,0
3392,14/04/2009,3.055555556,80.125,108,40,15,Sunday,13.6606703,0
3393,15/04/2009,4.444444444,72.125,111,49,8,Monday,22.28509663,0
3394,16/04/2009,5.833333333,64.25,104,42,7,Tuesday,19.10918384,0
3395,17/04/2009,8.333333333,50.25,107,44,9,Wednesday,38.32768592,0
3396,18/04/2009,17.5,74.75,135,58,11,Thursday,66.13326343,0
3397,19/04/2009,16.94444444,75.625,109,54,10,Friday,33.66681558,0
3398,20/04/2009,11.11111111,75.875,123,56,9,Saturday,24.63880366,0
3399,21/04/2009,11.11111111,50.25,118,57,11,Sunday,25.63913396,1
3400,22/04/2009,10.83333333,73,119,44,13,Monday,26.53774663,0
3401,23/04/2009,7.222222222,67.25,109,50,11,Tuesday,16.03761094,0
3402,24/04/2009,11.38888889,60.125,111,47,7,Wednesday,37.14719201,0
3403,25/04/2009,16.11111111,60.375,119,57,9,Thursday,57.64105242,0
3404,26/04/2009,7.5,50.25,87,42,4,Friday,42.16978893,0
3405,27/04/2009,7.222222222,55.25,94,35,11,Saturday,30.41281807,0
3406,28/04/2009,6.666666667,56.625,100,45,13,Sunday,33.34829105,0
3407,29/04/2009,4.722222222,97.5,141,58,8,Monday,10.5770011,0
3408,30/04/2009,6.388888889,53.875,103,42,7,Tuesday,18.68048203,0
3409,01/05/2009,10,52.5,136,66,11,Wednesday,39.02919502,1
3410,02/05/2009,11.38888889,53.125,111,47,12,Thursday,43.01611029,0
3411,03/05/2009,11.38888889,85.375,134,52,12,Friday,37.18281547,0
3412,04/05/2009,8.611111111,55.75,116,52,9,Saturday,14.9968896,0
3413,05/05/2009,9.444444444,77.125,97,43,8,Sunday,17.9526185,0
3414,06/05/2009,7.5,76.25,101,44,6,Monday,17.51697021,0
3415,07/05/2009,10.27777778,77.375,130,52,11,Tuesday,38.55339754,0
3416,08/05/2009,13.88888889,88.125,107,39,7,Wednesday,57.51465372,0
3417,09/05/2009,14.44444444,98.28571429,125,53,12,Thursday,37.11811931,0
3418,10/05/2009,10.55555556,87.5,108,49,6,Friday,15.03377989,0
3419,11/05/2009,7.222222222,58.375,104,45,11,Saturday,6.550770728,0
3420,12/05/2009,5.833333333,49.5,123,50,6,Sunday,10.76824309,0
3421,13/05/2009,7.222222222,62.625,101,42,14,Monday,35.59679914,0
3422,14/05/2009,8.611111111,79.25,96,36,5,Tuesday,29.61287057,0
3423,15/05/2009,12.5,85.5,129,63,9,Wednesday,52.88356151,0
3424,16/05/2009,11.94444444,99.125,97,38,6,Thursday,47.12675768,0
3425,17/05/2009,20.83333333,68.5,131,62,8,Friday,50.62253315,0
3426,18/05/2009,27.22222222,60.375,131,61,8,Saturday,43.09343526,0
3427,19/05/2009,27.22222222,51.25,120,61,10,Sunday,85.97347231,0
3428,20/05/2009,17.77777778,98.375,113,52,10,Monday,27.0088689,0
3429,21/05/2009,18.33333333,58.125,105,49,7,Tuesday,27.40627929,0
3430,22/05/2009,19.44444444,61,107,50,8,Wednesday,42.57477768,0
3431,23/05/2009,13.33333333,91.75,103,49,4,Thursday,28.62023275,0
3432,24/05/2009,11.11111111,82.625,111,51,4,Friday,17.22719662,0
3433,25/05/2009,10.83333333,73.75,104,47,12,Saturday,15.70800651,0
3434,26/05/2009,12.22222222,90.625,98,48,15,Sunday,16.27446804,0
3435,27/05/2009,10.55555556,82,103,43,11,Monday,25.33893014,0
3436,28/05/2009,10.83333333,96.75,101,43,5,Tuesday,20.5568289,0
3437,29/05/2009,10.55555556,59,117,55,17,Wednesday,18.3155802,0
3438,30/05/2009,10.83333333,48.125,102,44,6,Thursday,23.74622742,0
3439,31/05/2009,14.16666667,62,104,41,8,Friday,41.72899098,0
3440,01/06/2009,16.94444444,98.375,102,50,4,Saturday,56.75348872,0
3441,02/06/2009,19.72222222,67.28571429,100,39,6,Sunday,20.40405608,0
3442,03/06/2009,15.83333333,79,107,46,11,Monday,18.80814978,0
3443,04/06/2009,14.16666667,96.75,112,43,12,Tuesday,21.79310984,0
3444,05/06/2009,16.38888889,58,123,58,11,Wednesday,39.90139919,0
3445,06/06/2009,17.5,97.125,96,36,9,Thursday,38.83838022,0
3446,07/06/2009,12.5,98.75,87,30,5,Friday,23.34585848,0
3447,08/06/2009,11.66666667,97.875,105,48,7,Saturday,31.7247556,0
3448,09/06/2009,13.61111111,100,87,36,9,Sunday,15.4515991,0
3449,10/06/2009,16.38888889,91.625,116,52,4,Monday,29.48749611,0
3450,11/06/2009,15.55555556,93.125,120,43,14,Tuesday,22.48001629,1
3451,12/06/2009,18.61111111,75.5,105,51,5,Wednesday,54.90790464,0
3452,13/06/2009,24.16666667,68.375,100,47,7,Thursday,55.54673122,0
3453,14/06/2009,21.94444444,66.125,98,38,6,Friday,46.84663895,0
3454,15/06/2009,21.66666667,50.25,110,54,7,Saturday,47.47281794,0
3455,16/06/2009,22.5,98.71428571,94,41,4,Sunday,57.61015412,0
3456,17/06/2009,23.33333333,92.83333333,118,47,11,Monday,57.53396814,0
3457,18/06/2009,23.05555556,90.75,122,47,6,Tuesday,29.96616358,0
3458,19/06/2009,20.83333333,91.625,112,50,6,Wednesday,30.49528614,0
3459,20/06/2009,23.05555556,84.25,106,37,9,Thursday,48.1154835,0
3460,21/06/2009,24.72222222,78.375,112,43,8,Friday,74.3708087,0
3461,22/06/2009,21.66666667,67.875,95,42,4,Saturday,24.83955978,0
3462,23/06/2009,16.11111111,78,101,37,5,Sunday,29.93344024,0
3463,24/06/2009,20.27777778,87,126,54,11,Monday,30.81983812,0
3464,25/06/2009,18.61111111,58.125,133,57,7,Tuesday,24.31887323,0
3465,26/06/2009,20,66.25,115,48,8,Wednesday,49.018541,0
3466,27/06/2009,23.33333333,69.875,103,41,7,Thursday,70.35745371,0
3467,28/06/2009,25.27777778,54.625,99,35,13,Friday,85.37464019,0
3468,29/06/2009,28.33333333,66,102,38,9,Saturday,77.87272605,0
3469,30/06/2009,28.33333333,55,107,53,9,Sunday,31.37047913,0
3470,01/07/2009,24.16666667,56,117,53,11,Monday,31.36058902,0
3471,02/07/2009,22.77777778,80,105,43,12,Tuesday,40.25842558,0
3472,03/07/2009,18.33333333,58.5,108,48,7,Wednesday,13.84807686,0
3473,04/07/2009,17.77777778,55.875,88,29,7,Thursday,55.7920123,0
3474,05/07/2009,21.38888889,54.5,108,51,4,Friday,67.28359177,0
3475,06/07/2009,22.77777778,52.375,109,39,15,Saturday,64.75196424,0
3476,07/07/2009,25.55555556,49.5,93,53,0,Sunday,47.73501545,0
3477,08/07/2009,21.94444444,53,121,52,8,Monday,42.06069998,0
3478,09/07/2009,17.22222222,70.875,90,39,9,Tuesday,15.26314056,1
3479,10/07/2009,17.5,53.875,103,47,7,Wednesday,22.27045214,0
3480,11/07/2009,18.88888889,54.875,118,49,11,Thursday,52.16521588,0
3481,12/07/2009,22.77777778,76.625,106,42,5,Friday,57.15493686,0
3482,13/07/2009,23.61111111,59.75,114,39,7,Saturday,28.16437839,0
3483,14/07/2009,20.55555556,90.875,115,45,5,Sunday,23.49277935,0
3484,15/07/2009,21.94444444,71.125,96,46,10,Monday,35.15644395,0
3485,16/07/2009,24.72222222,49.125,102,45,8,Tuesday,41.55431416,0
3486,17/07/2009,23.05555556,97.75,127,43,4,Wednesday,36.5071409,0
3487,18/07/2009,26.11111111,77.625,93,39,6,Thursday,29.98351946,0
3488,19/07/2009,22.22222222,79,107,49,6,Friday,16.95374655,0
3489,20/07/2009,18.33333333,71.625,100,39,7,Saturday,17.83597187,0
3490,21/07/2009,16.38888889,74.75,109,47,6,Sunday,16.90771865,0
3491,22/07/2009,18.61111111,85.75,107,37,6,Monday,34.91343061,0
3492,23/07/2009,21.38888889,61.5,114,42,9,Tuesday,32.43355015,0
3493,24/07/2009,23.05555556,67.25,91,45,7,Wednesday,27.86024175,0
3494,25/07/2009,20.27777778,68.875,99,45,10,Thursday,21.35994111,0
3495,26/07/2009,20.83333333,73.125,111,47,7,Friday,26.24918514,0
3496,27/07/2009,20.27777778,87.625,91,48,7,Saturday,22.36881465,0
3497,28/07/2009,19.72222222,89.75,103,46,4,Sunday,24.88117729,0
3498,29/07/2009,21.11111111,73.625,113,44,9,Monday,27.93966394,0
3499,30/07/2009,20.27777778,70.875,99,46,1,Tuesday,28.94902155,0
3500,31/07/2009,18.61111111,78.25,86,39,8,Wednesday,24.86989754,0
3501,01/08/2009,19.16666667,72.625,83,37,3,Thursday,30.85536846,0
3502,02/08/2009,19.72222222,71.25,104,38,9,Friday,33.35128934,0
3503,03/08/2009,20.27777778,69.75,108,45,11,Saturday,39.91690067,0
3504,04/08/2009,23.33333333,69.5,92,37,4,Sunday,49.4627603,0
3505,05/08/2009,27.77777778,73.375,115,46,3,Monday,75.74674387,0
3506,06/08/2009,26.38888889,76.375,116,47,7,Tuesday,54.45192878,0
3507,07/08/2009,28.33333333,75.625,115,38,5,Wednesday,46.94272491,0
3508,08/08/2009,25,50.5,104,42,4,Thursday,20.61277094,0
3509,09/08/2009,21.66666667,62,108,46,6,Friday,24.09422698,0
3510,10/08/2009,20.27777778,73.5,85,38,6,Saturday,12.61569076,0
3511,11/08/2009,20.83333333,85.625,103,32,9,Sunday,32.11815293,0
3512,12/08/2009,21.66666667,67.625,108,45,5,Monday,46.07005096,0
3513,13/08/2009,23.33333333,72.875,109,46,9,Tuesday,44.95710003,0
3514,14/08/2009,24.44444444,62.75,105,40,3,Wednesday,48.05005717,0
3515,15/08/2009,20.83333333,67,88,46,5,Thursday,29.03116546,0
3516,16/08/2009,20.27777778,76.5,91,36,7,Friday,20.08260339,0
3517,17/08/2009,20.55555556,79.125,108,46,9,Saturday,33.05323783,0
3518,18/08/2009,21.38888889,90.375,97,40,6,Sunday,34.06282065,0
3519,19/08/2009,24.44444444,79,104,43,7,Monday,43.63704822,0
3520,20/08/2009,25,86,97,35,4,Tuesday,48.56160268,0
3521,21/08/2009,25.55555556,81.25,111,48,7,Wednesday,63.09498181,0
3522,22/08/2009,26.11111111,83.75,99,44,7,Thursday,60.6558216,0
3523,23/08/2009,21.11111111,63.375,88,32,5,Friday,15.4601975,0
3524,24/08/2009,21.66666667,69.375,113,50,6,Saturday,28.49369943,0
3525,25/08/2009,20.83333333,74.5,88,39,12,Sunday,35.84627768,0
3526,26/08/2009,22.22222222,79.625,84,37,6,Monday,47.49113311,0
3527,27/08/2009,21.11111111,84.625,91,35,11,Tuesday,22.99359886,0
3528,28/08/2009,20.27777778,79,92,38,3,Wednesday,35.96334735,0
3529,29/08/2009,20.83333333,70.125,110,49,10,Thursday,24.36976309,0
3530,30/08/2009,20.55555556,69.625,106,51,6,Friday,31.3345855,0
3531,31/08/2009,21.38888889,69,99,36,9,Saturday,50.09722005,0
3532,01/09/2009,23.05555556,66.625,105,43,8,Sunday,51.93339133,0
3533,02/09/2009,21.66666667,68.375,105,41,11,Monday,51.91473693,0
3534,03/09/2009,22.77777778,75.625,90,41,11,Tuesday,84.9949424,0
3535,04/09/2009,22.77777778,72.875,116,50,5,Wednesday,118.013087,0
3536,05/09/2009,23.33333333,80.125,97,41,3,Thursday,74.87244372,0
3537,06/09/2009,23.33333333,90.5,116,49,10,Friday,55.47087745,0
3538,07/09/2009,23.05555556,90,120,52,7,Saturday,51.83858481,1
3539,08/09/2009,22.77777778,94,108,47,9,Sunday,61.34589453,0
3540,09/09/2009,20.27777778,87,110,44,9,Monday,31.71641965,0
3541,10/09/2009,20.83333333,71.875,101,37,7,Tuesday,46.67516587,0
3542,11/09/2009,19.44444444,71.875,95,35,8,Wednesday,37.23186574,0
3543,12/09/2009,14.44444444,73.875,88,36,13,Thursday,17.74880297,0
3544,13/09/2009,13.33333333,65.125,97,39,4,Friday,22.43087919,0
3545,14/09/2009,11.66666667,75.125,100,39,7,Saturday,15.95661196,0
3546,15/09/2009,15,83.125,111,33,9,Sunday,18.99298653,0
3547,16/09/2009,14.72222222,77.625,118,51,12,Monday,18.52127348,0
3548,17/09/2009,15.83333333,81.375,93,40,4,Tuesday,11.10025978,0
3549,18/09/2009,16.66666667,77.25,111,53,7,Wednesday,20.08363042,0
3550,19/09/2009,16.11111111,67.125,119,46,11,Thursday,30.07361881,0
3551,20/09/2009,14.72222222,91.25,116,53,10,Friday,43.00416883,0
3552,21/09/2009,17.77777778,75.625,108,42,5,Saturday,40.99279764,0
3553,22/09/2009,16.94444444,65.75,93,47,8,Sunday,22.92317737,0
3554,23/09/2009,15,84.75,109,41,6,Monday,38.93700062,0
3555,24/09/2009,13.88888889,62.75,130,54,6,Tuesday,25.3794206,0
3556,25/09/2009,11.66666667,61.5,104,45,7,Wednesday,42.94267055,0
3557,26/09/2009,15.83333333,99.125,110,46,10,Thursday,26.40363243,0
3558,27/09/2009,14.72222222,79.875,123,51,7,Friday,17.79926546,0
3559,28/09/2009,11.94444444,78.75,108,47,8,Saturday,14.76380245,0
3560,29/09/2009,14.16666667,76.625,98,38,6,Sunday,18.82801371,0
3561,30/09/2009,17.22222222,65.25,127,58,8,Monday,29.54414803,0
3562,01/10/2009,16.66666667,70.75,121,54,7,Tuesday,44.23121289,0
3563,02/10/2009,13.88888889,66.375,108,51,7,Wednesday,26.25950174,0
3564,03/10/2009,8.055555556,69.75,103,42,7,Thursday,10.10927962,0
3565,04/10/2009,8.333333333,71.375,107,54,6,Friday,28.65156466,0
3566,05/10/2009,11.94444444,68.625,94,41,4,Saturday,33.09104545,0
3567,06/10/2009,17.5,69.75,119,43,5,Sunday,40.7513003,0
3568,07/10/2009,11.94444444,92.625,109,42,12,Monday,11.95570791,0
3569,08/10/2009,7.5,84.625,99,47,4,Tuesday,7.955707912,0
3570,09/10/2009,8.611111111,66.125,116,59,7,Wednesday,27.47219979,0
3571,10/10/2009,5.833333333,81.75,108,44,12,Thursday,11.52419816,0
3572,11/10/2009,5.555555556,68.875,127,51,7,Friday,43.29414509,0
3573,12/10/2009,16.11111111,76.625,93,43,8,Saturday,31.22764477,1
3574,13/10/2009,18.88888889,82.5,130,59,13,Sunday,38.83259402,0
3575,14/10/2009,13.88888889,89.25,115,48,10,Monday,17.75707446,0
3576,15/10/2009,17.77777778,66.25,118,51,7,Tuesday,54.25442651,0
3577,16/10/2009,17.22222222,96.5,124,58,13,Wednesday,45.67297162,0
3578,17/10/2009,15,84.375,107,51,15,Thursday,38.70256066,0
3579,18/10/2009,8.055555556,54.125,102,40,7,Friday,22.19708704,0
3580,19/10/2009,7.222222222,68.625,119,51,12,Saturday,22.29337726,0
3581,20/10/2009,8.611111111,90.25,110,56,9,Sunday,32.2726719,0
3582,21/10/2009,11.66666667,76.875,106,55,6,Monday,40.33672131,0
3583,22/10/2009,13.05555556,96.875,117,49,11,Tuesday,37.72243744,0
3584,23/10/2009,6.111111111,90.5,107,51,11,Wednesday,12.71980004,0
3585,24/10/2009,8.888888889,83.125,93,37,11,Thursday,27.60940661,0
3586,25/10/2009,11.38888889,66.125,115,54,8,Friday,25.83285059,0
3587,26/10/2009,16.66666667,96.375,121,50,10,Saturday,26.36577129,0
3588,27/10/2009,15,73.75,123,50,12,Sunday,15.86159225,0
3589,28/10/2009,8.055555556,75.5,105,47,5,Monday,36.1772239,0
3590,29/10/2009,10.27777778,93.875,127,55,6,Tuesday,32.04068878,0
3591,30/10/2009,6.944444444,59.14285714,117,55,5,Wednesday,19.34707949,0
3592,31/10/2009,0.555555556,64.5,93,46,8,Thursday,31.03240954,0
3593,01/11/2009,-0.555555556,65.625,125,54,12,Friday,21.56418156,0
3594,02/11/2009,-1.666666667,80,131,53,15,Saturday,11.00337183,1
3595,03/11/2009,1.944444444,54.75,108,40,10,Sunday,27.34758307,0
3596,04/11/2009,5.555555556,61.625,123,44,3,Monday,42.24999172,0
3597,05/11/2009,8.055555556,88.125,123,56,4,Tuesday,37.19391573,0
3598,06/11/2009,12.22222222,99.25,119,52,11,Wednesday,38.22629882,0
3599,07/11/2009,6.111111111,92.875,124,51,11,Thursday,17.81286139,0
3600,08/11/2009,2.777777778,88.125,100,39,5,Friday,31.26331735,0
3601,09/11/2009,1.388888889,85.125,100,37,11,Saturday,5.572916814,0
3602,10/11/2009,-2.222222222,77,112,48,7,Sunday,8.600091997,0
3603,11/11/2009,-3.055555556,57.125,114,55,13,Monday,14.66410601,0
3604,12/11/2009,-5,49.625,131,62,10,Tuesday,13.52340688,0
3605,13/11/2009,-5.277777778,62.5,115,51,14,Wednesday,28.04050836,0
3606,14/11/2009,-3.888888889,63.28571429,128,55,12,Thursday,22.31768531,0
3607,15/11/2009,4.444444444,49,120,51,10,Friday,32.88269148,1
3608,16/11/2009,8.888888889,48,135,55,14,Saturday,28.94702566,0
3609,17/11/2009,5.277777778,77.375,124,48,12,Sunday,15.68304653,0
3610,18/11/2009,-0.555555556,77.5,114,51,5,Monday,18.6610183,0
3611,19/11/2009,-1.388888889,64,126,48,11,Tuesday,18.65540746,0
3612,20/11/2009,-1.666666667,89.375,128,59,8,Wednesday,22.68959188,0
3613,21/11/2009,1.111111111,80.125,117,60,14,Thursday,12.81551529,0
3614,22/11/2009,1.388888889,79.375,137,55,10,Friday,26.72327722,0
3615,23/11/2009,1.944444444,95.5,129,63,9,Saturday,28.78908757,0
3616,24/11/2009,1.666666667,91.125,139,63,19,Sunday,17.10221462,0
3617,25/11/2009,-3.055555556,73.75,125,55,12,Monday,10.08555201,0
3618,26/11/2009,-6.666666667,68.25,129,48,14,Tuesday,21.59894803,0
3619,27/11/2009,-5.277777778,78.125,121,61,10,Wednesday,34.07095808,0
3620,28/11/2009,-1.388888889,76.5,126,66,8,Thursday,25.65456349,0
3621,29/11/2009,0.833333333,71,165,72,17,Friday,28.3051227,0
3622,30/11/2009,4.722222222,90.875,146,62,16,Saturday,14.55862798,0
3623,01/12/2009,-0.833333333,82.25,125,61,13,Sunday,13.66684039,0
3624,02/12/2009,-2.5,79.25,129,55,12,Monday,26.26823717,0
3625,03/12/2009,-1.111111111,82.5,141,65,14,Tuesday,23.7441714,0
3626,04/12/2009,-3.055555556,81.625,130,60,6,Wednesday,24.21571635,0
3627,05/12/2009,0.277777778,96.125,135,62,13,Thursday,24.43377319,0
3628,06/12/2009,0.833333333,83,151,62,18,Friday,24.21631454,0
3629,07/12/2009,-0.833333333,75.125,144,67,20,Saturday,19.81812472,0
3630,08/12/2009,-1.944444444,75.375,152,65,15,Sunday,14.64825049,0
3631,09/12/2009,-1.944444444,84.25,135,55,16,Monday,21.64776162,0
3632,10/12/2009,1.944444444,88.375,136,57,14,Tuesday,36.11818872,0
3633,11/12/2009,2.777777778,88.875,154,63,18,Wednesday,20.54928324,0
3634,12/12/2009,2.5,88.625,143,69,14,Thursday,19.60712557,0
3635,13/12/2009,1.388888889,91,114,51,16,Friday,35.12438584,0
3636,14/12/2009,2.5,62.25,144,59,10,Saturday,25.97884519,0
3637,15/12/2009,3.333333333,80.875,109,49,7,Sunday,14.54355971,0
3638,16/12/2009,-1.666666667,82.75,121,54,8,Monday,26.58301176,0
3639,17/12/2009,-4.444444444,74.75,115,56,9,Tuesday,29.0560088,0
3640,18/12/2009,-10.55555556,71.875,137,65,13,Wednesday,28.65310023,0
3641,19/12/2009,-13.33333333,80.375,112,45,10,Thursday,29.58032375,0
3642,20/12/2009,-12.5,78,150,74,11,Friday,32.42625812,0
3643,21/12/2009,-3.055555556,65.375,137,60,17,Saturday,36.05792562,0
3644,22/12/2009,1.388888889,98.625,126,55,11,Sunday,21.04701785,0
3645,23/12/2009,5.833333333,94.25,139,62,15,Monday,19.13486149,0
3646,24/12/2009,-6.666666667,74.75,128,59,12,Tuesday,19.88242851,0
